,interest_rate,repayment_period,credit_score,age,education,marital_status,loan_frequence,succ_frequence,payoff_frequence,overdue_times,baddle_overdue_times,income,house,house_loan,car,car_loan,company_type,company_scale,workcity,work_duration,credit_report,identity_authentication,job_authentication,income_authentication,site_authentication,topic,repay_result,loan_amount,avaiable_amount,total_loan_amount,need_to_payoff,overdue_amount
2258,12.6,24,6,2,2,2,1,1,1,0,0,3,0,0,1,0,2,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
2259,12.0,18,6,3,2,2,1,1,1,0,0,4,0,0,0,0,18,1,52,1,0,1,0,0,1,4.0,1.0,,,,,
2260,12.0,18,6,2,2,1,1,1,1,0,0,6,0,0,1,1,8,2,32,1,0,0,0,0,0,3.0,1.0,,,,,
2262,12.0,18,6,4,1,2,1,1,1,0,0,7,1,0,1,0,8,2,13,1,0,0,0,0,0,2.0,1.0,,,,,
2263,12.0,18,6,5,2,2,1,1,1,0,0,7,0,0,0,0,8,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2264,12.0,18,6,3,1,3,1,1,1,0,0,6,0,0,0,0,18,2,13,1,0,1,0,0,1,4.0,1.0,,,,,
2265,12.6,24,6,2,1,1,1,1,1,0,0,4,1,1,1,0,18,1,37,1,0,1,0,0,1,5.0,1.0,,,,,
2271,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,8,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
2286,20.0,12,1,2,2,1,1,1,1,6,1,3,0,0,0,0,8,2,50,2,0,0,0,0,0,4.0,1.0,,,,,
2288,12.0,18,6,3,1,2,1,1,1,0,0,7,1,0,1,0,8,2,32,1,0,1,0,0,1,3.0,1.0,,,,,
2293,13.0,12,1,2,2,1,3,1,0,12,1,3,0,0,0,0,8,4,46,4,0,0,0,0,0,3.0,0.0,,,,,
2339,13.0,24,1,2,2,2,1,1,0,11,1,3,0,0,0,0,9,2,51,2,0,0,0,0,0,1.0,0.0,,,,,
2362,15.0,6,1,2,2,2,2,2,2,0,0,5,0,0,0,0,0,0,33,2,1,0,0,1,0,6.0,1.0,,,,,
2388,13.0,24,1,1,2,1,1,1,0,11,1,6,1,1,1,1,8,2,22,3,0,0,0,0,0,1.0,0.0,,,,,
2405,13.0,18,1,2,3,1,1,1,1,1,0,3,0,0,0,0,18,3,44,2,0,0,0,0,0,6.0,1.0,,,,,
2424,10.0,3,3,2,2,2,7,5,5,0,0,3,1,0,1,0,16,4,14,3,0,0,0,0,0,5.0,1.0,,,,,
2447,13.0,12,1,2,1,1,8,3,3,0,0,7,1,1,0,0,8,2,44,2,0,0,0,0,0,2.0,1.0,,,,,
2454,18.0,12,1,2,3,1,6,4,3,10,1,6,1,1,0,0,18,1,32,3,0,0,0,0,0,2.0,0.0,,,,,
2459,12.0,18,6,4,2,2,1,1,1,0,0,6,0,0,0,0,2,2,44,2,0,1,0,0,1,1.0,1.0,,,,,
2476,12.0,18,6,3,2,2,1,1,1,0,0,4,0,0,0,0,4,2,11,1,0,0,0,0,0,2.0,1.0,,,,,
2505,13.0,12,1,3,2,2,2,1,1,0,0,7,1,1,1,0,18,2,52,3,0,1,0,0,0,5.0,1.0,,,,,
2510,13.2,36,6,2,2,2,1,1,1,0,0,5,0,0,0,0,18,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2512,12.0,18,6,3,1,2,1,1,1,0,0,5,0,0,1,0,18,2,32,1,0,0,0,0,0,2.0,1.0,,,,,
2514,12.6,24,6,2,3,1,1,1,1,0,0,4,1,0,0,0,8,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2515,12.6,24,6,4,1,3,1,1,1,0,0,3,0,0,0,0,2,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
2518,12.0,18,6,4,2,2,1,1,1,0,0,7,0,0,0,0,18,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2533,13.0,12,5,3,4,2,11,2,2,0,0,7,1,0,1,0,20,2,44,4,0,0,0,0,0,5.0,1.0,,,,,
2553,12.0,18,6,3,2,3,1,1,1,0,0,7,1,1,0,0,12,2,37,1,0,1,0,0,1,2.0,1.0,,,,,
2558,12.6,24,6,3,3,3,1,1,1,0,0,5,0,0,1,1,1,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
2564,12.0,18,6,4,1,3,1,1,1,0,0,5,0,0,0,0,2,1,12,1,0,1,0,0,1,2.0,1.0,,,,,
2565,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,1,0,18,1,11,1,0,0,0,0,0,4.0,1.0,,,,,
2566,12.6,24,6,3,1,2,1,1,1,0,0,3,0,0,0,0,18,1,11,1,0,0,0,0,0,2.0,1.0,,,,,
2571,12.6,24,6,2,1,2,1,1,1,0,0,4,0,0,0,0,4,1,32,1,0,0,0,0,0,3.0,1.0,,,,,
2572,12.6,24,6,3,1,2,1,1,1,0,0,4,0,0,0,0,1,1,44,1,0,0,0,0,0,1.0,1.0,,,,,
2575,12.6,24,6,2,1,1,1,1,1,0,0,3,0,0,0,0,16,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2576,12.0,18,6,3,2,2,1,1,1,0,0,5,0,0,0,0,12,2,35,1,0,0,0,0,0,2.0,1.0,,,,,
2578,12.6,24,6,2,3,2,1,1,1,0,0,4,0,0,0,0,18,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
2584,12.0,18,6,2,2,1,1,1,1,0,0,4,0,0,0,0,18,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
2586,12.6,24,6,2,1,2,1,1,1,0,0,4,0,0,1,0,2,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
2588,13.2,36,6,2,3,2,1,1,1,0,0,5,1,0,0,0,13,1,52,1,0,0,0,0,0,2.0,1.0,,,,,
2589,12.6,24,6,4,2,3,1,1,1,0,0,4,1,0,0,0,4,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2590,13.2,36,6,3,3,2,1,1,1,0,0,4,1,0,0,0,20,1,21,1,0,1,0,0,1,4.0,1.0,,,,,
2591,12.6,24,6,2,3,2,1,1,1,0,0,3,0,0,0,0,2,1,13,1,0,1,0,0,1,2.0,1.0,,,,,
2592,12.0,18,6,3,1,2,2,2,1,0,0,7,0,0,1,1,18,1,11,1,0,0,0,0,0,3.0,1.0,,,,,
2593,12.6,24,6,4,1,2,1,1,1,0,0,4,0,0,1,0,8,1,13,1,0,1,0,0,1,3.0,1.0,,,,,
2594,12.0,18,6,2,2,2,1,1,1,0,0,6,0,0,1,1,18,1,44,1,0,0,0,0,0,4.0,1.0,,,,,
2595,13.2,36,6,2,2,2,1,1,1,0,0,4,0,0,1,0,2,1,52,1,0,0,0,0,0,2.0,1.0,,,,,
2597,13.0,12,1,2,3,2,1,1,1,0,0,4,0,0,0,0,2,4,33,4,0,0,0,0,0,4.0,1.0,,,,,
2600,13.2,36,6,2,3,2,1,1,1,0,0,5,0,0,0,0,3,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2606,10.0,3,2,2,2,1,9,8,8,1,0,4,0,0,0,0,0,0,50,2,0,0,0,0,0,6.0,1.0,,,,,
2619,12.0,18,6,4,2,2,1,1,1,0,0,3,0,0,0,0,1,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
2622,13.2,36,6,1,3,1,1,1,1,0,0,4,1,1,1,0,6,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
2623,12.0,18,6,2,1,2,1,1,1,0,0,6,1,0,1,0,8,2,13,1,0,1,0,0,1,3.0,1.0,,,,,
2625,12.0,18,6,3,2,3,1,1,1,0,0,7,0,0,0,0,12,2,11,1,0,0,0,0,0,2.0,1.0,,,,,
2626,12.6,24,6,1,2,1,2,2,1,0,0,3,0,0,0,0,8,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
2631,12.0,18,6,2,2,2,1,1,1,0,0,5,1,0,1,1,8,2,37,1,0,1,0,0,1,4.0,1.0,,,,,
2635,12.6,24,6,2,2,3,1,1,1,0,0,4,0,0,0,0,20,1,52,1,0,0,0,0,0,5.0,1.0,,,,,
2638,12.0,18,6,4,1,2,1,1,1,0,0,6,0,0,0,0,18,1,37,1,0,0,0,0,0,3.0,1.0,,,,,
2650,13.0,24,1,2,3,1,1,1,1,5,0,3,0,0,0,0,14,3,52,2,0,1,0,0,0,2.0,1.0,,,,,
2656,12.0,18,6,3,3,3,1,1,1,0,0,6,1,1,1,0,18,2,52,1,0,0,0,0,0,3.0,1.0,,,,,
2657,12.6,24,6,2,2,2,1,1,1,0,0,3,0,0,1,0,6,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
2659,12.0,18,6,2,1,1,1,1,1,0,0,6,0,0,0,0,18,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
2660,12.0,18,6,3,2,2,1,1,1,0,0,5,1,0,0,0,12,1,62,1,0,1,0,0,1,4.0,1.0,,,,,
2661,12.0,18,6,4,1,3,1,1,1,0,0,7,0,0,0,0,8,2,44,1,0,1,0,0,1,1.0,1.0,,,,,
2672,13.0,24,1,2,2,2,2,1,0,20,1,3,1,0,1,0,2,2,37,4,0,0,0,0,0,5.0,0.0,,,,,
2684,12.0,18,6,3,1,2,1,1,1,0,0,7,0,0,0,0,18,1,44,1,0,1,0,0,1,2.0,1.0,,,,,
2687,12.0,18,6,3,1,2,1,1,1,0,0,6,1,0,0,0,18,2,13,1,0,0,0,0,0,4.0,1.0,,,,,
2688,13.2,36,6,3,3,2,1,1,1,0,0,4,0,0,0,0,15,1,11,1,0,0,0,0,0,2.0,1.0,,,,,
2689,13.2,36,6,2,1,2,1,1,1,0,0,4,0,0,0,0,19,1,11,1,0,0,0,0,0,2.0,1.0,,,,,
2691,13.2,36,6,2,2,2,1,1,1,0,0,3,1,1,1,1,15,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
2702,11.0,6,3,2,2,2,6,3,3,0,0,5,1,0,0,0,18,1,36,3,0,0,0,0,0,6.0,1.0,,,,,
2725,12.6,24,6,3,1,2,1,1,1,0,0,3,0,0,0,0,20,1,50,1,0,1,0,0,1,5.0,1.0,,,,,
2727,12.0,18,6,2,2,1,1,1,1,0,0,4,0,0,0,0,7,1,32,1,0,0,0,0,0,6.0,1.0,,,,,
2728,13.2,36,6,4,1,2,1,1,1,0,0,4,1,0,0,0,8,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2734,13.2,36,6,3,2,2,1,1,1,0,0,4,1,0,0,0,17,1,22,1,0,0,0,0,0,4.0,1.0,,,,,
2735,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,1,0,18,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2736,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,0,0,4,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2737,13.2,36,6,3,2,2,1,1,1,0,0,5,1,0,1,0,8,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
2740,12.6,24,6,3,2,3,1,1,1,0,0,4,0,0,0,0,19,1,21,1,0,1,0,0,1,1.0,1.0,,,,,
2742,12.6,24,6,1,1,1,1,1,1,0,0,4,0,0,0,0,18,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
2745,12.0,18,6,3,4,3,1,1,1,0,0,7,1,1,1,1,20,2,50,1,0,0,0,0,0,4.0,1.0,,,,,
2746,12.0,18,6,5,2,2,1,1,1,0,0,7,0,0,1,0,4,1,32,1,0,1,0,0,1,6.0,1.0,,,,,
2747,13.0,12,1,3,3,2,3,1,1,0,0,3,1,1,1,0,14,4,41,4,0,1,0,0,0,5.0,1.0,,,,,
2776,13.0,12,1,3,3,2,3,1,1,0,0,4,1,0,1,0,9,4,51,4,0,1,0,0,0,1.0,1.0,,,,,
2777,11.0,6,1,2,2,2,1,1,1,0,0,5,0,0,1,0,0,0,31,1,0,0,0,0,0,1.0,1.0,,,,,
2778,12.6,24,6,2,2,1,2,2,1,0,0,4,0,0,1,0,18,1,21,1,0,0,0,0,0,2.0,1.0,,,,,
2779,13.2,36,6,2,1,2,1,1,1,0,0,3,1,1,0,0,16,1,13,1,0,0,0,0,0,2.0,1.0,,,,,
2781,13.2,36,6,4,1,2,1,1,1,0,0,3,1,0,0,0,20,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
2784,13.2,36,6,2,1,1,1,1,1,0,0,4,0,0,0,0,2,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
2786,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,17,1,12,1,0,0,0,0,0,3.0,1.0,,,,,
2787,12.6,24,6,1,2,2,1,1,1,0,0,3,0,0,0,0,18,1,13,1,0,1,0,0,1,1.0,1.0,,,,,
2789,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,18,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
2790,12.0,18,6,2,2,2,1,1,1,0,0,7,0,0,1,0,18,2,44,1,0,0,0,0,0,4.0,1.0,,,,,
2791,12.6,24,6,2,3,1,1,1,1,0,0,4,1,1,0,0,15,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
2793,12.0,18,6,3,2,2,1,1,1,0,0,7,1,0,1,0,8,2,37,1,0,1,0,0,1,2.0,1.0,,,,,
2795,12.6,24,6,3,2,2,1,1,1,0,0,4,1,0,1,0,18,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
2796,13.2,36,6,3,2,2,1,1,1,0,0,4,1,1,1,1,9,1,13,1,0,0,0,0,0,2.0,1.0,,,,,
2808,12.6,24,6,3,3,2,1,1,1,0,0,4,1,0,0,0,6,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
2812,13.2,36,6,4,2,3,1,1,1,0,0,3,1,1,1,1,19,1,51,1,0,1,0,0,1,2.0,1.0,,,,,
2813,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,8,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2815,12.0,18,6,5,1,2,1,1,1,0,0,4,0,0,1,0,19,2,62,1,0,0,0,0,0,2.0,1.0,,,,,
2818,12.0,18,6,4,1,2,1,1,1,0,0,4,0,0,0,0,18,1,21,1,0,0,0,0,0,2.0,1.0,,,,,
2820,13.0,36,1,2,1,1,1,1,1,2,0,4,0,0,0,0,8,2,44,1,0,1,0,0,0,2.0,1.0,,,,,
2824,20.0,3,3,2,2,2,15,7,7,2,0,4,1,0,1,0,18,1,65,3,0,0,0,0,0,5.0,1.0,,,,,
2833,12.6,24,6,3,2,2,1,1,1,0,0,4,0,0,0,0,12,1,34,1,0,1,0,0,1,4.0,1.0,,,,,
2843,12.6,24,6,2,1,2,1,1,1,0,0,4,1,0,1,0,8,1,32,1,0,1,0,0,1,2.0,1.0,,,,,
2844,12.6,24,6,3,3,3,1,1,1,0,0,3,0,0,0,0,15,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
2847,12.6,24,6,3,1,3,1,1,1,0,0,4,0,0,0,0,12,1,51,1,0,0,0,0,0,3.0,1.0,,,,,
2848,12.6,24,6,2,1,2,1,1,1,0,0,3,0,0,1,1,8,1,32,1,0,1,0,0,1,4.0,1.0,,,,,
2849,12.0,18,6,4,2,2,1,1,1,0,0,5,1,0,0,0,18,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2851,13.0,24,1,2,1,1,1,1,0,20,1,3,0,0,0,0,18,2,51,2,0,1,0,0,0,4.0,0.0,,,,,
2852,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,1,1,18,1,13,1,0,1,0,0,1,4.0,1.0,,,,,
2854,12.0,18,6,3,1,3,1,1,1,0,0,4,1,0,1,0,2,2,13,1,0,0,0,0,0,4.0,1.0,,,,,
2856,12.0,18,6,4,1,2,1,1,1,0,0,5,1,1,0,0,16,2,37,1,0,0,0,0,0,4.0,1.0,,,,,
2857,12.0,18,6,3,2,2,1,1,1,0,0,3,0,0,1,0,18,1,13,1,0,0,0,0,0,3.0,1.0,,,,,
2858,12.6,24,6,1,2,1,1,1,1,0,0,4,0,0,0,0,4,1,35,1,0,1,0,0,1,3.0,1.0,,,,,
2863,12.0,18,6,3,1,2,1,1,1,0,0,6,0,0,0,0,18,2,13,1,0,0,0,0,0,4.0,1.0,,,,,
2870,13.0,36,1,2,3,2,1,1,1,0,0,4,1,1,0,0,4,3,33,3,0,0,0,0,0,2.0,1.0,,,,,
2878,13.2,36,6,3,2,2,1,1,1,0,0,4,0,0,1,0,4,1,11,1,0,1,0,0,1,4.0,1.0,,,,,
2880,12.0,18,6,4,3,2,1,1,1,0,0,7,0,0,0,0,8,4,37,1,0,1,0,0,1,4.0,1.0,,,,,
2881,12.6,24,6,5,2,3,1,1,1,0,0,5,0,0,1,0,18,1,53,1,0,0,0,0,0,2.0,1.0,,,,,
2883,12.6,24,6,4,2,2,1,1,1,0,0,3,0,0,0,0,6,1,50,1,0,1,0,0,1,4.0,1.0,,,,,
2884,12.6,24,6,2,2,2,1,1,1,0,0,6,0,0,0,0,13,1,44,1,0,0,0,0,0,2.0,1.0,,,,,
2885,13.2,36,6,4,2,2,2,2,1,0,0,3,1,1,1,0,1,1,53,1,0,1,0,0,1,2.0,1.0,,,,,
2891,12.6,24,6,4,1,2,1,1,1,0,0,4,1,0,0,0,18,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
2892,12.0,18,6,4,1,2,1,1,1,0,0,6,0,0,1,0,18,1,50,1,0,0,0,0,0,3.0,1.0,,,,,
2895,12.6,24,6,3,1,3,1,1,1,0,0,7,0,0,1,0,2,2,44,1,0,1,0,0,1,2.0,1.0,,,,,
2897,12.6,24,6,2,2,3,1,1,1,0,0,3,1,0,0,0,6,1,35,1,0,0,0,0,0,4.0,1.0,,,,,
2899,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,1,0,18,1,50,1,0,0,0,0,0,1.0,1.0,,,,,
2901,12.6,24,6,2,2,1,1,1,1,0,0,4,0,0,0,0,17,1,32,1,0,0,0,0,0,3.0,1.0,,,,,
2902,13.2,36,6,2,2,1,1,1,1,0,0,3,1,1,0,0,6,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
2905,12.6,24,6,2,2,1,1,1,1,0,0,3,0,0,0,0,6,1,32,1,0,0,0,0,0,5.0,1.0,,,,,
2910,13.2,36,6,3,1,2,1,1,1,0,0,3,1,1,0,0,18,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
2913,12.6,24,6,3,2,2,1,1,1,0,0,3,1,0,1,1,17,1,50,1,0,1,0,0,1,4.0,1.0,,,,,
2914,13.2,36,6,2,2,3,1,1,1,0,0,4,1,1,1,1,20,1,50,1,0,0,0,0,0,2.0,1.0,,,,,
2915,13.2,36,6,2,3,1,1,1,1,0,0,4,0,0,0,0,18,1,53,1,0,0,0,0,0,4.0,1.0,,,,,
2916,13.2,36,6,2,2,2,1,1,1,0,0,4,1,1,1,0,18,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2917,12.6,24,6,2,3,1,1,1,1,0,0,4,0,0,0,0,15,1,21,1,0,0,0,0,0,4.0,1.0,,,,,
2918,12.6,24,6,2,3,1,1,1,1,0,0,4,1,0,1,0,12,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
2921,12.0,18,6,4,2,2,2,2,2,0,0,4,0,0,0,0,20,1,32,1,0,0,0,0,0,4.0,1.0,,,,,
2924,13.2,36,6,4,1,2,1,1,1,0,0,5,1,0,0,0,17,1,52,1,0,0,0,0,0,2.0,1.0,,,,,
2926,12.6,24,6,4,2,2,1,1,1,0,0,4,1,0,0,0,8,2,13,1,0,0,0,0,0,2.0,1.0,,,,,
2928,12.0,18,6,3,2,2,1,1,1,0,0,6,0,0,0,0,18,2,44,1,0,0,0,0,0,4.0,1.0,,,,,
2929,12.0,18,6,4,1,2,1,1,1,0,0,7,0,0,0,0,18,1,50,1,0,0,0,0,0,4.0,1.0,,,,,
2930,13.2,36,6,3,2,2,1,1,1,0,0,5,1,1,0,0,18,1,37,1,0,0,0,0,0,4.0,1.0,,,,,
2931,13.2,36,6,2,2,3,1,1,1,0,0,5,1,1,1,0,12,1,35,1,0,0,0,0,0,2.0,1.0,,,,,
2932,12.0,18,6,3,3,2,1,1,1,0,0,5,1,0,1,0,18,1,62,1,0,0,0,0,0,2.0,1.0,,,,,
2933,12.0,18,6,3,1,2,1,1,1,0,0,5,0,0,0,0,18,1,50,1,0,1,0,0,1,2.0,1.0,,,,,
2935,12.0,18,6,5,1,2,1,1,1,0,0,4,1,0,1,0,8,2,13,1,0,0,0,0,0,2.0,1.0,,,,,
2936,12.0,18,6,3,2,2,1,1,1,0,0,3,0,0,1,0,20,1,62,1,0,0,0,0,0,4.0,1.0,,,,,
2937,13.2,36,6,2,2,2,1,1,1,0,0,4,1,1,0,0,2,1,21,1,0,1,0,0,1,2.0,1.0,,,,,
2938,12.6,24,6,3,2,2,1,1,1,0,0,3,0,0,0,0,18,1,21,1,0,1,0,0,1,4.0,1.0,,,,,
2940,12.0,18,6,4,3,2,1,1,1,0,0,7,1,1,0,0,8,2,32,1,0,0,0,0,0,2.0,1.0,,,,,
2941,12.0,18,6,3,2,2,1,1,1,0,0,6,1,0,1,0,18,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
2943,12.0,18,6,2,2,2,1,1,1,0,0,6,0,0,0,0,18,1,62,1,0,1,0,0,1,4.0,1.0,,,,,
2944,12.0,18,6,3,2,3,1,1,1,0,0,4,1,0,1,1,7,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
2946,12.0,18,6,3,3,2,1,1,1,0,0,6,0,0,0,0,1,2,22,1,0,0,0,0,0,2.0,1.0,,,,,
2956,13.0,12,1,1,1,1,2,1,1,1,0,3,0,0,0,0,20,3,44,1,0,1,0,0,0,1.0,1.0,,,,,
3061,11.0,6,3,2,2,2,2,2,2,3,0,6,0,0,0,0,0,0,13,3,0,1,1,1,0,2.0,1.0,,,,,
3122,13.0,12,3,3,3,2,2,2,1,0,0,4,1,0,0,0,17,2,42,2,0,0,0,0,0,3.0,1.0,,,,,
3135,13.0,36,4,2,4,1,5,2,1,0,0,4,0,0,0,0,4,3,11,2,0,0,0,0,0,4.0,1.0,,,,,
3143,13.0,36,1,3,2,2,1,1,0,10,1,3,1,1,1,1,2,4,23,4,0,1,0,0,0,2.0,0.0,,,,,
3152,13.0,24,1,2,2,1,2,2,2,0,0,4,0,0,0,0,8,3,44,1,0,1,0,0,0,5.0,1.0,,,,,
3153,13.0,36,1,3,3,2,1,1,1,0,0,4,1,1,0,0,14,2,52,1,0,0,0,0,0,2.0,1.0,,,,,
3196,15.0,36,1,2,1,2,1,1,0,26,1,3,1,0,0,0,14,3,43,4,0,1,0,0,0,4.0,0.0,,,,,
3227,13.0,24,1,3,1,2,7,6,4,29,2,7,0,0,1,0,8,2,35,3,0,1,0,0,0,3.0,0.0,,,,,
3282,13.0,12,1,2,3,2,1,1,1,0,0,5,1,0,0,0,1,4,44,3,0,1,0,0,0,1.0,1.0,,,,,
3375,13.0,12,3,2,2,1,5,3,2,1,0,3,0,0,0,0,8,3,44,1,0,0,0,0,0,3.0,1.0,,,,,
3400,13.0,12,3,2,2,2,6,4,4,0,0,4,0,0,0,0,8,4,44,1,1,1,0,0,0,3.0,1.0,,,,,
3428,13.0,15,1,2,2,1,2,1,1,0,0,4,0,0,0,0,0,0,11,2,0,0,0,0,0,6.0,1.0,,,,,
3430,13.0,12,1,2,1,1,1,1,1,2,0,4,0,0,0,0,19,4,51,2,0,0,0,0,0,1.0,1.0,,,,,
3438,13.0,24,1,2,2,2,4,1,1,0,0,3,0,0,1,0,10,4,37,4,0,0,0,0,0,4.0,1.0,,,,,
3465,13.0,18,1,2,2,1,1,1,1,17,0,4,0,0,1,0,2,3,37,2,0,0,0,0,0,1.0,1.0,,,,,
3543,13.0,12,1,2,1,2,5,1,1,1,0,4,0,0,0,0,0,0,44,3,0,0,0,0,0,2.0,1.0,,,,,
3554,10.0,3,1,3,1,2,3,2,1,5,1,5,1,0,1,0,0,0,33,2,1,0,0,1,0,2.0,1.0,,,,,
3594,12.5,24,6,4,2,2,1,1,1,0,0,5,0,0,0,0,19,2,44,2,0,1,0,0,1,2.0,1.0,,,,,
3603,12.0,18,6,3,2,2,1,1,1,0,0,5,0,0,0,0,19,2,44,2,0,0,0,0,0,6.0,1.0,,,,,
3604,11.0,12,6,3,3,3,1,1,1,0,0,6,0,0,0,0,19,2,44,2,0,0,0,0,0,1.0,1.0,,,,,
3609,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,0,0,1,1,35,1,0,0,0,0,0,2.0,1.0,,,,,
3610,13.2,36,6,5,3,2,1,1,1,0,0,5,1,0,1,0,6,1,35,1,0,0,0,0,0,2.0,1.0,,,,,
3611,12.6,24,6,1,2,1,1,1,1,0,0,3,0,0,1,0,17,1,32,1,0,0,0,0,0,2.0,1.0,,,,,
3613,13.2,36,6,1,3,1,1,1,1,0,0,4,1,0,0,0,2,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
3614,12.6,24,6,3,2,3,1,1,1,0,0,4,0,0,0,0,6,1,52,1,0,1,0,0,1,2.0,1.0,,,,,
3616,13.2,36,6,3,3,2,1,1,1,0,0,3,1,1,0,0,15,1,50,1,0,0,0,0,0,1.0,1.0,,,,,
3621,12.0,9,2,2,3,2,3,2,2,0,0,4,1,1,0,0,20,4,50,2,0,0,0,0,0,3.0,1.0,,,,,
3624,13.0,36,1,2,3,1,1,1,1,1,0,5,0,0,0,0,17,4,11,2,0,0,0,0,0,1.0,1.0,,,,,
3626,10.0,3,1,2,3,2,5,3,3,2,0,5,1,0,1,1,17,4,32,3,0,0,0,0,0,5.0,1.0,,,,,
3630,20.0,12,1,3,2,2,6,1,1,4,0,4,1,0,1,0,2,3,37,4,0,1,0,0,0,5.0,1.0,,,,,
3632,13.0,12,1,2,2,1,2,1,1,0,0,6,0,0,0,0,3,1,32,3,0,0,0,0,0,5.0,1.0,,,,,
3649,11.0,6,4,3,3,2,6,5,5,4,0,7,1,0,0,0,1,2,64,4,1,1,1,1,0,4.0,1.0,,,,,
3666,12.0,18,6,3,2,2,1,1,1,0,0,5,1,0,1,1,18,1,52,1,0,0,0,0,0,4.0,1.0,,,,,
3667,12.0,18,6,2,2,2,1,1,1,0,0,4,0,0,0,0,8,2,35,1,0,0,0,0,0,4.0,1.0,,,,,
3675,13.2,36,6,2,3,3,1,1,1,0,0,4,1,1,0,0,18,2,22,1,0,0,0,0,0,4.0,1.0,,,,,
3676,12.0,18,6,2,1,2,1,1,1,0,0,3,0,0,0,0,18,2,50,1,0,0,0,0,0,3.0,1.0,,,,,
3677,13.2,36,6,3,3,1,1,1,1,0,0,4,0,0,1,0,8,1,44,1,0,1,0,0,1,4.0,1.0,,,,,
3679,12.6,24,6,2,2,2,1,1,1,0,0,4,0,0,1,0,18,1,37,1,0,1,0,0,1,4.0,1.0,,,,,
3682,12.0,18,6,2,2,1,1,1,1,0,0,3,0,0,0,0,18,1,13,1,0,1,0,0,1,4.0,1.0,,,,,
3684,12.6,24,6,4,1,2,1,1,1,0,0,4,1,1,0,0,18,1,52,1,0,1,0,0,1,4.0,1.0,,,,,
3685,12.6,24,6,2,2,2,1,1,1,0,0,6,1,0,0,0,18,2,13,1,0,1,0,0,1,6.0,1.0,,,,,
3703,12.0,18,6,2,2,2,1,1,1,0,0,5,0,0,1,0,18,1,37,1,0,0,0,0,0,2.0,1.0,,,,,
3704,12.0,18,6,2,2,2,1,1,1,0,0,6,0,0,1,1,18,2,37,1,0,1,0,0,1,4.0,1.0,,,,,
3705,12.0,18,6,2,3,2,1,1,1,0,0,6,0,0,0,0,18,1,52,1,0,1,0,0,1,5.0,1.0,,,,,
3706,12.0,9,2,2,2,1,8,2,2,0,0,6,0,0,0,0,18,1,41,2,0,0,0,0,0,6.0,1.0,,,,,
